,ulica,numer,nr_lokalu,powierzchnia_uzyt,liczba_pokoi,piętro,lok_cena_brutto,cena_za_m2,srednia_budynek,srednia_cena_ulica,srednia_cena_dzielnica,near_100,near_300,near_500,dist_centrum,dzielnica,coordinates,rodzaj_rynku,data,rok
1781,MYŚLIWSKA,55B,37_LOK,55.57,3.0,1.0,599993,10797,11241,13300,14979,16980,14896,15123,4661,Dzielnica XIII Podgórze,"(50.043167337901274, 19.997211298913317)",pierwotny,2024-12-30,2024
1782,WŁOSKA,6,30_LOK,45.08,2.0,1.0,630000,13975,14097,13976,13370,14631,13625,13175,5335,Dzielnica XI Podgórze Duchackie,"(50.01838708213129, 19.969965828142367)",wtorny,2025-01-16,2025
1783,DĄBSKA,22B,22B_115_LOK,62.52,3.0,6.0,1260000,20154,19885,18757,17770,21096,17844,18877,3427,Dzielnica II Grzegórzki,"(50.06770464809473, 19.98616509361854)",wtorny,2025-01-07,2025
1784,STAROWIŚLNA,52,17_LOK,89.81,4.0,6.0,1313500,14625,16385,16701,19904,19774,17947,18182,1171,Dzielnica I Stare Miasto,"(50.05358893755533, 19.948797029637987)",wtorny,2024-12-13,2024
1785,MIERZEJA WIŚLANA,6B,86_LOK,39.92,2.0,2.0,607093,15208,15764,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2024-12-13,2024
1786,BAGROWA,21A,21A_55_LOK,37.12,2.0,4.0,476188,12828,13402,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",pierwotny,2024-01-16,2024
1787,MOGILSKA,130,13_LOK,30.53,1.0,3.0,462459,15148,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-02-17,2025
1788,WROCŁAWSKA,33,87_LOK,33.74,2.0,6.0,750000,22229,20823,19264,16968,14426,15695,16796,1926,Dzielnica V Krowodrza,"(50.077443647604866, 19.926672032472787)",wtorny,2025-03-10,2025
1789,OSIEDLE CENTRUM A,3,9_LOK,33.55,2.0,3.0,543375,16196,15811,13043,12842,12017,12765,12737,7447,Dzielnica XVIII Nowa Huta,"(50.07300876721775, 20.04176112434357)",wtorny,2025-03-05,2025
1790,PÓŁKOLE,9,2_LOK,38.6,3.0,1.0,565000,14637,15682,14676,17770,15013,14566,14577,3088,Dzielnica II Grzegórzki,"(50.06079906667372, 19.9821903740744)",wtorny,2024-07-15,2024
1791,GRODZKA,28,11_LOK,29.25,2.0,2.0,868725,29700,31360,27529,19904,21962,25470,23330,370,Dzielnica I Stare Miasto,"(50.058779774453726, 19.938289087844925)",pierwotny,2025-09-24,2025
1792,PRZEWÓZ,32B,106_LOK,55.35,3.0,7.0,761000,13749,15012,15072,14979,16163,14825,14907,4533,Dzielnica XIII Podgórze,"(50.042578380975776, 19.994710075055988)",wtorny,2024-01-05,2024
1793,MIERZEJA WIŚLANA,6C,1069_LOK,98.48,4.0,7.0,1443303,14656,16152,15954,14979,14065,16072,16674,5413,Dzielnica XIII Podgórze,"(50.0352010612048, 20.002155697322863)",pierwotny,2024-11-14,2024
1794,RAKOWICKA,20K,232_LOK,42.97,2.0,3.0,669421,15579,16064,18228,19904,24591,22127,20082,1216,Dzielnica I Stare Miasto,"(50.07001329166098, 19.950767649963144)",pierwotny,2024-10-23,2024
1795,BAGROWA,21A,21A_15_LOK,29.07,1.0,2.0,594000,20433,13402,14639,14979,15292,16857,16368,5279,Dzielnica XIII Podgórze,"(50.036254534578795, 20.000986243216328)",wtorny,2024-09-27,2024
1796,DR. JANA PILTZA,26,38_LOK,50.9,2.0,5.0,610800,12000,12350,14018,14775,17109,14528,14553,6772,Dzielnica VIII Dębniki,"(50.00982324160534, 19.89043027666183)",pierwotny,2024-09-09,2024
1797,BOLESŁAWA LIMANOWSKIEGO,4,1009_LOK,58.53,3.0,3.0,600000,10251,12366,14902,14979,15328,17498,18050,2100,Dzielnica XIII Podgórze,"(50.044674618111316, 19.95054389664808)",wtorny,2024-08-26,2024
1798,KAPELANKA,6a,224_LOK,47.2,2.0,6.0,500000,10593,15014,14894,14775,15014,13527,16811,2561,Dzielnica VIII Dębniki,"(50.04133766634519, 19.923472785479518)",wtorny,2024-08-08,2024
1799,MOGILSKA,123,12_LOK,60.08,3.0,3.0,940000,15646,17186,16122,14766,19916,17914,17730,3197,Dzielnica III Prądnik Czerwony,"(50.06991373403889, 19.9820718917732)",wtorny,2024-08-05,2024
1800,TADEUSZA ROMANOWICZA,6B,138_LOK,49.66,2.0,2.0,708540,14268,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
1801,TADEUSZA ROMANOWICZA,6B,139_LOK,58.52,3.0,2.0,848960,14507,17717,17076,14979,17717,17490,17416,2481,Dzielnica XIII Podgórze,"(50.04660529725879, 19.964078427868063)",pierwotny,2024-07-26,2024
1802,OSIEDLE UROCZE,11,4_LOK,33.93,2.0,4.0,527000,15532,14418,12925,12842,13699,12970,12844,7335,Dzielnica XVIII Nowa Huta,"(50.07875653674145, 20.038273890702175)",wtorny,2024-07-19,2024
1803,GRZEGÓRZECKA,67h,75_LOK,50.1,2.0,2.0,1155000,23054,20229,17583,17770,23994,19667,19056,1766,Dzielnica II Grzegórzki,"(50.0559356502805, 19.96183997567207)",wtorny,2025-09-29,2025
1804,BP. PIOTRA TOMICKIEGO,22,212_LOK,51.84,3.0,6.0,765000,14757,15394,15756,13985,16082,15297,14936,6045,Dzielnica XIV Czyżyny,"(50.06605296210183, 20.023327329640885)",wtorny,2025-09-24,2025
1805,PYCHOWICKA,11,15_LOK,44.63,2.0,2.0,678376,15200,15024,15373,14775,16492,16890,15773,3480,Dzielnica VIII Dębniki,"(50.0335692355651, 19.918966376952053)",pierwotny,2025-09-01,2025
1806,MALWOWA,17,9_LOK,50.84,3.0,7.0,720000,14162,15031,14204,13370,13921,13210,13721,5136,Dzielnica XI Podgórze Duchackie,"(50.01618055009739, 19.947510984982955)",wtorny,2025-09-10,2025
1807,TUCHOWSKA,4c,7_LOK,55.54,2.0,3.0,790000,14224,14393,13228,13370,15105,14206,13653,5849,Dzielnica XI Podgórze Duchackie,"(50.01238167358544, 19.965990199417625)",wtorny,2025-09-08,2025
1808,KORNELA UJEJSKIEGO,9,13_LOK,99.96,4.0,5.0,2100000,21008,20327,17568,18963,17645,17873,18745,1232,Dzielnica VII Zwierzyniec,"(50.056704134528815, 19.92402230007696)",wtorny,2025-08-29,2025
1809,PYCHOWICKA,11,34_LOK,57.84,3.0,3.0,925440,16000,15024,15373,14775,16492,16890,15773,3480,Dzielnica VIII Dębniki,"(50.0335692355651, 19.918966376952053)",pierwotny,2025-08-20,2025
1810,PYCHOWICKA,11,11_LOK,90.07,4.0,2.0,1482647,16461,15024,15373,14775,16492,16890,15773,3480,Dzielnica VIII Dębniki,"(50.0335692355651, 19.918966376952053)",pierwotny,2025-08-06,2025
1811,PRZEWÓZ,10,43_LOK,31.3,1.0,1.0,506500,16182,14964,15072,14979,14584,15130,15065,4006,Dzielnica XIII Podgórze,"(50.04448133456365, 19.987939416761634)",wtorny,2025-09-01,2025
1812,PYCHOWICKA,3C,9_LOK,25.92,1.0,2.0,444210,17138,17729,15373,14775,17700,17418,16436,3367,Dzielnica VIII Dębniki,"(50.03426116517169, 19.920439964987356)",pierwotny,2025-07-25,2025
1813,MOGILSKA,120D,120D_57_LOK,37.16,2.0,8.0,720000,19376,18975,16122,14766,15174,15209,16934,2864,Dzielnica III Prądnik Czerwony,"(50.06868138935856, 19.97776107918229)",wtorny,2025-10-03,2025
1814,ROZDROŻE,17b,44_LOK,49.3,3.0,4.0,755000,15314,14209,15124,14775,20120,16019,16923,2593,Dzielnica VIII Dębniki,"(50.03986892954752, 19.927936379259293)",wtorny,2025-08-07,2025
1815,MOGILSKA,130,78_LOK,37.9,2.0,2.0,491184,12960,15590,16122,14766,23591,16695,17114,3162,Dzielnica III Prądnik Czerwony,"(50.07086780916086, 19.981098534793084)",pierwotny,2025-06-18,2025
1816,RAJSKA,3,117_LOK,25.7,1.0,2.0,835000,32490,29845,22740,19904,12000,19044,19508,862,Dzielnica I Stare Miasto,"(50.06479031607975, 19.927799463596983)",wtorny,2025-07-08,2025
1817,SASKA,9B,1_LOK,29.49,2.0,1.0,419533,14226,13299,12402,14979,13299,14503,15035,3649,Dzielnica XIII Podgórze,"(50.04563457757141, 19.983217866321496)",pierwotny,2025-05-06,2025
1818,BONEROWSKA,8,1000_LOK,26.24,1.0,1.0,558780,21295,23232,22613,19904,20424,19794,18991,632,Dzielnica I Stare Miasto,"(50.05924213525485, 19.946751133982616)",wtorny,2024-05-16,2024
1819,KAROLA BUNSCHA,14A,16_LOK,41.97,2.0,2.0,684000,16297,14636,14841,14775,15639,15457,15329,6469,Dzielnica VIII Dębniki,"(50.01561530721776, 19.88465463297444)",wtorny,2024-06-05,2024
1820,ROMANA CIESIELSKIEGO,6A,23_LOK,31.66,1.0,1.0,330815,10449,11263,11933,13985,15400,15580,15012,5222,Dzielnica XIV Czyżyny,"(50.061529517065594, 20.012056512619566)",pierwotny,2024-03-27,2024
1821,PROFESORA WOJCIECHA MARII BARTLA,19a,35_LOK,58.5,4.0,1.0,685000,11709,12384,13014,12922,12023,13025,13452,7687,Dzielnica X Swoszowice,"(49.99810350089205, 19.89828361651699)",wtorny,2024-03-15,2024
1823,MARIANA SMOLUCHOWSKIEGO,10,5_LOK,53.53,2.0,,750000,14011,14996,14443,16968,17664,15100,15702,2389,Dzielnica V Krowodrza,"(50.0722500241065, 19.909672349668124)",wtorny,2024-04-09,2024
1824,Al. ZYGMUNTA KRASIŃSKIEGO,30,2_LOK,50.23,1.0,1.0,690000,13737,14587,15470,18963,18170,18364,19261,1075,Dzielnica VII Zwierzyniec,"(50.05770817099347, 19.925677043173376)",wtorny,2024-04-30,2024
1825,MEISELSA,4,11_LOK,50.79,2.0,4.0,780000,15357,16873,16158,19904,17242,19008,19249,1295,Dzielnica I Stare Miasto,"(50.050520820819564, 19.941471573285224)",wtorny,2024-04-11,2024
1826,HENRYKA SUCHARSKIEGO,14N,1_LOK,75.82,4.0,1.0,827472,10914,11818,11187,13627,11278,11278,11278,8676,Dzielnica XII Biezanow-Prokocim,"(50.01726055166162, 20.038306295212575)",pierwotny,2024-04-25,2024
1827,ZAKOPIAŃSKA,91A,5_LOK,13.7,1.0,1.0,295000,21533,19069,14787,14142,19069,19069,14427,4934,Dzielnica IX Łagiewniki-Borek Fałęcki,"(50.01803810549265, 19.930363473315868)",wtorny,2024-04-18,2024
1828,STANISŁAWA LEMA,28,35_LOK,43.06,2.0,2.0,571718,13277,14871,15875,13985,18552,18779,18888,3496,Dzielnica XIV Czyżyny,"(50.06875380985323, 19.986819219076974)",pierwotny,2024-01-25,2024
